project_id,prediction_month,evaluation_month,schedule_delay_3m,cost_overrun_3m,schedule_label_status,cost_label_status,source_file
619149,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619152,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619153,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619155,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619157,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619158,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619162,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619163,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
619168,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
63117,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
67880,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
69000,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
696890,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
69875,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
701101,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701105,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701107,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701113,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
701121,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
701122,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
701126,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
701127,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701128,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
701167,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701171,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701173,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701228,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701263,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701289,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701324,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701329,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
701343,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701344,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701346,2025-05,2025-08,1.0,,breached_original_doc,missing_future_cost,FR_May2025.pdf
701349,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701350,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
701354,2025-05,2025-08,1.0,,breached_original_doc,missing_future_cost,FR_May2025.pdf
701415,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
701565,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
702625,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
702626,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
702627,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702628,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702629,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
702630,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
702631,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
702632,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702633,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
702635,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702637,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702639,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
702658,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
702664,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
702665,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
703585,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
703586,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705237,2025-05,2025-08,1.0,,breached_original_doc,missing_future_cost,FR_May2025.pdf
705357,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705362,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705368,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705373,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705385,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705401,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705419,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705424,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705450,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705453,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705454,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705457,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705458,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705479,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705482,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705490,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705491,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705492,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705494,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705495,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705496,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705498,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705500,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705502,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705503,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705504,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705505,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705506,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705507,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705510,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705511,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705512,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705513,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705514,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705515,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705526,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705527,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705528,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705562,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705567,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705588,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705598,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705608,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705610,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705612,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705613,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705616,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705617,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705628,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705629,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705632,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705633,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705635,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705638,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705639,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705648,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705650,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705659,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705660,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705661,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705662,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705663,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705667,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705668,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705728,2025-05,2025-08,0.0,,on_schedule_within_doc,missing_future_cost,FR_May2025.pdf
705730,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705735,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705741,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705742,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705752,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705761,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705763,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705764,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705765,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705766,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
705771,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705772,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705774,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705777,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705780,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
705782,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
705785,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
705799,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
705918,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705919,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
705933,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
706718,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
706724,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
706757,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
706759,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
706763,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
706776,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706777,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706779,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
706780,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
706811,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
706835,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706837,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706854,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706860,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
706866,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709747,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709749,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709752,2025-05,2025-08,1.0,1.0,breached_original_doc,cost_escalated,FR_May2025.pdf
709753,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709754,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709755,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709757,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709758,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709759,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709760,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709766,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709770,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709771,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709772,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709773,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709774,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709776,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709777,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
709778,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
709779,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_reduced,FR_May2025.pdf
709780,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709781,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709782,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709785,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709791,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709792,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709793,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709794,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709795,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709796,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709797,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709799,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709811,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709812,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709813,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709815,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709816,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709817,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709818,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709819,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709826,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709827,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709830,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709831,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709838,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709839,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709840,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709841,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
709842,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709845,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709846,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
709847,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709848,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709849,2025-05,2025-08,0.0,1.0,on_schedule_within_doc,cost_escalated,FR_May2025.pdf
709850,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709851,2025-05,2025-08,0.0,0.0,on_schedule_within_doc,cost_unchanged,FR_May2025.pdf
709856,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709857,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_reduced,FR_May2025.pdf
709859,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709864,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
709865,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
72000,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
756052,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
803420,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
81740,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
82000,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
824920,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
83905,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
86150,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
87900,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
900808,2025-05,2025-08,1.0,0.0,breached_original_doc,cost_unchanged,FR_May2025.pdf
91400,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
96300,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
99930,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000073,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000074,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000076,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000077,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000079,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000080,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000081,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000085,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000087,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000088,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000090,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000092,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000093,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000094,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000096,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000098,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N04000102,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N06000104,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N06000161,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N06000198,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N06000210,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N10000011,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N10000017,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N12000122,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N12000125,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000369,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000382,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000392,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N16000411,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000423,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000426,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N16000429,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000440,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000442,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000446,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000452,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000486,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000496,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N16000499,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000500,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000507,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000508,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N16000535,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000142,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000177,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000272,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000286,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N18000293,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N18000295,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000296,2025-05,2025-08,0.0,0.0,completed_on_time,completed_cost_compliant,FR_May2025.pdf
N18000319,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000328,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000330,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000331,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
N18000332,2025-05,2025-08,,,unresolved_project_exit,unresolved_project_exit,FR_May2025.pdf
