project_id,project_name,agency,state,prediction_month,evaluation_month,physical_progress_t,expenditure_ratio_pct_t,divergence_spread_t,schedule_slippage_months_t,months_since_last_progress_increase_t,s_stag,s_vel,s_sched,s_div,s_rep,flag_stag,flag_vel,flag_sched,flag_div,flag_rep,total_stress_flags,index_rule_based,index_equal_weighted,execution_stress_index,split
N22000566,BAHRAICH - NANPARA -NEPALGANJ (56.15 KM) 7-2020 12/2024,NER,RAILWAYS,2025-05,2025-08,22.0,80.444,58.444,6.0,0,0.0,0.625,0.1833,0.7793,0.1,0,0,0,1,0,1,0.2,0.3375,0.3496,TRAIN
N22000568,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019-20/NR) 3-2022 3/2026,SR,RAILWAYS,2025-05,2025-08,95.0,110.1787016776076,15.178701677607606,-12.0,1,0.1788,1.0,0.0,0.2024,0.2,0,1,0,0,1,2,0.4,0.3162,0.3641,TRAIN
N22000570,KATIHAR-KUMEDPUR AND KATIHAR- MUKURIA (64.5 KM) (UMBRELLA WORK PB#57/2019-20/NR) 8-2022 8/2027,NFR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,35.0,35.73262327081388,0.7326232708138818,-12.0,0,0.0,0.0,0.0,0.0098,0.1,0,0,0,0,0,0,0.0,0.022,0.012,TRAIN
N22000571,ROURKELA-BONDAMUNDA A-CABIN 5TH LINE (10 KM) (UMBRELLA WORK PB#57/2019- 20/NR) 9-2022 9/2026,SER,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,30.0,31.111473937711743,1.111473937711743,-7.0,0,0.0,0.0,0.0,0.0148,0.1,0,0,0,0,0,0,0.0,0.023,0.013,TRAIN
N22000589,9-2020 3/2025,NR,RAILWAYS,2025-05,2025-08,98.0,2.178723404255319,-95.82127659574468,4.0,1,0.1765,1.0,0.1,0.0,0.2,0,1,0,0,1,2,0.4,0.2953,0.338,TRAIN
N22000591,DOUBLING BETWEEN JAUNPUR JN- ZAFFARABAD (6.28 KM) 3-2023 12/2026,NR,RAILWAYS,2025-05,2025-08,10.0,0.5018891332543844,-9.498110866745616,0.0,1,0.2425,1.0,0.0,0.0,0.1,0,1,0,0,0,1,0.2,0.2685,0.3328,TRAIN
N22000594,DEDICATED TEST TRACK FOR RDSO 11-2021 11/2026,PHASE II,RAILWAYS,2025-05,2025-08,82.0,158.13778902663978,76.13778902663978,-11.0,0,0.0,0.25,0.0,1.0,0.1,0,0,0,1,0,1,0.2,0.27,0.2725,TRAIN
N22000596,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM) 11-2018 3/2025,RVNL,RAILWAYS,2025-05,2025-08,,88.44838536323219,88.44838536323219,0.0,0,0.0,1.0,0.0333,1.0,0.4,0,1,0,1,1,3,0.6,0.4867,0.495,TRAIN
N22000599,3RD LINE BETWEEN DHANBAD SONNAGAR 11-2016 3/2026,RVNL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,,59.51370918169883,59.51370918169883,0.0,0,0.0,1.0,0.0,0.7935,0.4,0,1,0,1,1,3,0.6,0.4387,0.4487,TRAIN
N22000600,JUNAGARH -VISAVADAR (42.28) KM 6-2022 9/2028,RVNL,RAILWAYS,2025-05,2025-08,,0.0,0.0,-21.0,0,0.0,1.0,0.0,0.0,0.4,0,1,0,0,1,2,0.4,0.28,0.29,TRAIN
N22000605,DOUBLING BETWEEN CHURU-RATANGARH 2-2023 2/2028,42.81 KM,RAILWAYS,2025-05,2025-08,90.0,49.64505442498817,-40.35494557501183,-32.0,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,TRAIN
N22000610,GARHWA ROAD - RAIL OVER RAIL 3-2017 6/2024,ECR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,70.0,86.19009554261355,16.190095542613548,20.0,1,0.1975,1.0,0.5167,0.2159,0.1,0,1,1,0,0,2,0.4,0.406,0.4399,TRAIN
N22000612,MATHURA - VRINDAVAN (11 KM) 8-2022 6/2025,NCR,RAILWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.4,0,1,0,0,1,2,0.4,0.28,0.29,TRAIN
N22000613,DOMINGARH - GORAKHPUR - GORAKHPUR CANTT - KUSUMHI - 3RD RUNNING LINE 11-2016 2/2025,21.15 KM,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,86.0,95.1475907828207,9.1475907828207,5.0,1,0.1855,1.0,0.1333,0.122,0.1,0,1,0,0,0,1,0.2,0.3082,0.36,TRAIN
N22000614,FEROZPUR - PATTI (25.72 KM) 4-2017 3/2027,NR,RAILWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.4,0,1,0,0,1,2,0.4,0.28,0.29,TRAIN
N22000616,CHIRIMIRI-NAGPUR HALT 10-2018 6/2030,SECR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.4,0,1,0,0,1,2,0.4,0.28,0.29,TRAIN
N22000618,MORAPPUR-DHARMAPURI 2-2019 3/2028,SR,RAILWAYS,2025-05,2025-08,1.0,11.168686446580304,10.168686446580304,0.0,1,0.2492,1.0,0.0,0.1356,0.2,0,1,0,0,1,2,0.4,0.317,0.3719,TRAIN
N22000625,KARAIKAL PERALAM(23KM)-NEW LINE PROJECT 1-2019 3/2026,SR,RAILWAYS,2025-05,2025-08,97.0,75.67350436505811,-21.326495634941892,-9.0,0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,1,0.2,0.04,0.02,TRAIN
N22000628,EAST WEST METRO CORRIDOR KOLKATA 2-2009 9/2016,KOMRCL,RAILWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.4,0.0,0.4,0,1,1,0,1,3,0.6,0.36,0.35,TRAIN
N22000630,KALIPAHARI - BAKHTARNAGAR 5TH LINE 4-2024 6/2027,17.61 KM,RAILWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.4,0,1,0,0,1,2,0.4,0.28,0.29,TRAIN
N24000165,PATNA-MUZZAFFARPUR 8-2010 2/2013,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,,,0.0,,0,0.0,1.0,0.4,0.0,0.4,0,1,1,0,1,3,0.6,0.36,0.35,TRAIN
N24000245,REHABILITATION AND UPGRADATION OF NH -565 FROM KM 1.00 TO 86.057 (NAKREKAL TO NAGARJUNSAGAR DAM SECT 1-2014 3/2016,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,72.15,0.0,-72.15,42.0,1,0.1959,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4592,0.4688,TRAIN
N24000247,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR 10-2014 2/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.15,75.9535655058043,-22.1964344941957,0.0,1,0.1764,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.3353,0.3729,TRAIN
N24000248,EPC- CORRIDOR APPROACH WORKS - NH (O): WIDENING EXISTING 2 LANE TO 2 LANE WITH PAVED SHOULDERS IN KM 3-2015 1/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,93.81,65.89648195287513,-27.913518047124867,0.0,1,0.1796,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.3359,0.3739,TRAIN
N24000301,REHABILITATION AND UPGRADATION OF NH-219 FROM KM 58-600 TO KM 140-750 IN THE STATE OF ANDHRA PRADES 3-2015 10/2015,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,87.76201878799043,-12.237981212009572,67.0,1,0.175,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.455,0.4625,TRAIN
N24000332,REHABILITATION AND UPGRADATION OF END OF AHMEDNAGAR BYPASS TO KHARWANDI KASAR SECTION OF NH-222 FROM 1-2015,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,96.0,74.3811168681635,-21.618883131836498,,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0.2,0.2,0.25,TRAIN
N24000334,STRENGTHENING AND WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM.106.00 TO 153.00 OF NH-218 BIJAP 3-2015 11/2015,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.99,76.33850425544757,-22.65149574455242,105.0,1,0.1758,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4552,0.4627,TRAIN
N24000463,4 LANING OF NH-31D FROM GHOSHPUKUR - SALSALABARI ( KM 0.00 TO KM . 83.785) 12-2015 6/2018,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,76.38206236165232,-23.617937638347684,62.0,1,0.175,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000465,4-LANING OF KASHIPUR-SITARGANJ SECTION 11-2012 8/2016,AMR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,,0.0,0.0,0.0,0,0.0,1.0,0.4,0.0,0.4,0,1,1,0,1,3,0.6,0.36,0.35,TRAIN
N24000488,FOUR LANING OF UDHAMBUR - RAMBAN SECTION OF NH-1A 12-2015 12/2018,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.5,90.26134644478064,-9.238653555219358,78.0,1,0.1754,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.4751,0.4726,TRAIN
N24000531,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED SHOULDERS (KM 40 TO KM 219.945) OF NH-104 2-2016 11/2018,MoRTH,HIGHWAYS,2025-05,2025-08,99.0,90.00953743443014,-8.990462565569857,78.0,0,0.0,0.7,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.36,0.335,TRAIN
N24000560,NAGPUR RING ROAD PACKAGE-2 3-2016 7/2019,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.99,106.97359970253186,6.983599702531862,70.0,0,0.0,0.435,1.0,0.0931,0.2,0,0,1,0,1,2,0.4,0.3456,0.2974,TRAIN
N24000564,4-LANNING OF HARIDWAR-NAGINA SECTION OF NH 74 FROM (KM 204.300 OF NH 58) TO KM 73.00 3-2016 7/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,88.97,80.11897873571532,-8.851021264284682,60.0,0,0.0,0.51,1.0,0.0,0.2,0,0,1,0,1,2,0.4,0.342,0.2975,TRAIN
N24000576,CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-I- KM 40.00 TO KM 65.400 AND K 2-2016 5/2016,MoRTH,HIGHWAYS,2025-05,2025-08,98.0,83.51044733251956,-14.489552667480439,108.0,1,0.1765,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4553,0.463,TRAIN
N24000578,"PROCUREMENT, AND CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-III-KM 156.5 2-2016 5/2016",MoRTH,HIGHWAYS,2025-05,2025-08,98.0,100.84797349905858,2.8479734990585825,108.0,1,0.1765,1.0,1.0,0.038,0.1,0,1,1,0,0,2,0.4,0.4629,0.4705,TRAIN
N24000649,SIX LANNING FROM KM. 401.200 TO 494.410 OF NH-8 ON HYBRID ANNUITY MODE UNDER NHDP-V(PKG VI)REG. 1-2017 12/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,90.41,44.84437898870889,-45.56562101129111,58.0,0,0.0,0.4525,1.0,0.0,0.1,0,0,1,0,0,1,0.2,0.3105,0.2731,TRAIN
N24000659,4-LANNING OF WARANGA-MAHAGAON SECTION(KM 253.7000 TO 320.580) 3-2017 3/2017,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,97.25,86.66573295985062,-10.584267040149385,98.0,0,0.0,0.5625,1.0,0.0,0.2,0,0,1,0,1,2,0.4,0.3525,0.3106,TRAIN
N24000683,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX 2-2017 11/2023,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,96.62,65.735354362966,-30.884645637033998,13.0,1,0.1775,1.0,0.5167,0.0,0.2,0,1,1,0,1,3,0.6,0.3788,0.4008,TRAIN
N24000686,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 123.840 TO KM 138.775 (EXISTING KM 124.100 TO KM 1 3-2016 9/2019,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.81,71.57425946370765,-28.235740536292354,68.0,1,0.1751,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000688,FOUR LANING OF EXISTING DIMAPUR KOHIMA ROAD FROM DESIGN KM 152.490 TO KM 166.700 (EXISTING KM 156.00 3-2016 8/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,91.49,40.440898910335456,-51.04910108966454,37.0,0,0.0,0.5875,1.0,0.0,0.1,0,0,1,0,0,1,0.2,0.3375,0.3069,TRAIN
N24000697,FOUR LANNING OF CHOLOPURAM- THANJAVUR 8-2017 9/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.5,112.6397306969746,13.139730696974596,57.0,1,0.1754,1.0,1.0,0.1752,0.2,0,1,1,0,1,3,0.6,0.5101,0.5077,TRAIN
N24000704,4-LANNING OF THALSERRY -MAHE BYPASS 9-2017 5/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,96.9958936676032,-3.004106332396802,45.0,1,0.175,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000736,REHABILITATION AND UPGRADATION OF CUTTACK-ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON 1-2018 9/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,97.98,97.00251939137851,-0.9774806086214909,58.0,0,0.0,0.63,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.366,0.3275,TRAIN
N24000741,CONSTRUCTION AND UPGRADATION OF EXISTING ROAD TO 2 LANE WITH PAVED SHOULDER FROM KM 368.00 TO KM 399 3-2018 11/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,97.31,92.45379315373118,-4.856206846268819,40.0,1,0.177,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4554,0.4631,TRAIN
N24000742,2 LANE WITH PAVED SHOULDER FROM KM 399.00 TO KM 430.00 OF KARANPARYAG TO CHAMOLI UNDER CHARDHAM PARI 3-2018 11/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.93,84.37128123760412,-14.558718762395884,40.0,1,0.1758,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4552,0.4627,TRAIN
N24000743,2 LANE WITH PAVED SHOULDER FROM KM 430.00 TO KM 468.00 OF CHAMOLI TO PAINI UNDER CHARDHAM PARIYOJNA 3-2018 11/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.88,82.49448758508292,-17.385512414917073,40.0,1,0.1751,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.455,0.4625,TRAIN
N24000745,"2 LANE WITH HARD SHOLDER , REHABILITATION AND UP GRADATION OF SECTION FROM KM 242.0 TO KM 298.0 OF N 3-2017 12/2019",NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,95.1,52.27034280834451,-42.829657191655485,66.0,1,0.1787,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.4757,0.4736,TRAIN
N24000749,REHABILITATION AND UP GRADATION OF SECTION FROM KM 206.00 TO KM 242.00 (NIMBUTALA TO AUSTIN CREEK) O 3-2018 9/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,82.97,53.99752422418577,-28.97247577581423,58.0,0,0.0,0.74,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.388,0.355,TRAIN
N24000752,(I) CONSTRUCTION OF FOUR/SIX LANING FROM KM 132.375 TO KM 158.058 (TOTAL NEW ALIGNMENT LENGTH OF 20. 2-2017 9/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,56.96826134976457,-43.03173865023543,55.0,1,0.175,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000753,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING 3-2018 11/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,56.31430574834362,-43.68569425165638,29.0,1,0.175,1.0,0.8833,0.0,0.2,0,1,1,0,1,3,0.6,0.4517,0.455,TRAIN
N24000767,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROVEMENT FROM KM 0.000 TO KM 16.00,NHIDCL,SIKKIM,2025-05,2025-08,96.55,76.78552421500798,-19.764475784992015,20.0,1,0.1776,1.0,0.7333,0.0,0.2,0,1,1,0,1,3,0.6,0.4222,0.4333,TRAIN
N24000768,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROVEMENT FROM KM 16.000 TO KM 32.5,NHIDCL,SIKKIM,2025-05,2025-08,100.0,75.28357179796586,-24.716428202034137,42.0,1,0.175,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000771,WIDENING TO 2-LANE WITH GEOMETRIC IMPROVEMENTS OF TURA DALU ROAD UNDER JICA FUNDING FROM KM 85.000 T 4-2017 9/2021,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,92.01,70.93707485780786,-21.072925142192148,45.0,0,0.0,0.0,1.0,0.0,0.2,0,0,1,0,1,2,0.4,0.24,0.17,TRAIN
N24000772,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,90.42123261055414,-9.578767389445858,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000773,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,89.95777926843704,-10.042220731562963,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000774,WIDENING OF EXISTING SINGLE LANE ROAD TO TWO LANE WITH PAVED SHOULDERS CONFIGURATION FROM KM. 235.00 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,95.39924260736444,-4.600757392635558,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000776,RECONSTRUCTION WITH GEOMETIC IMPROVEMENT OF EXISTING TWO LANE TO 2- LANE WITH PAVED SHOULDERS CONFIG 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,86.58562776513037,-13.414372234869631,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000777,RECONSTRUCTION WITH GEOMETIC IMPROVEMENT OF SINGLE LANE TO 2- LANE WITH PAVED SHOULDER CONFIGURATION 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,98.23639377799724,-1.763606222002764,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000778,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING SINGLE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,93.92916103857122,-6.070838961428777,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000780,REHABILITATION AND UP GRADATION OF 2 LANE/ 2 LANE WITH PAVED SHOULDER FROM EXISTING KM. 172.900 TO K 2-2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,83.1687551076001,-16.831244892399894,,1,0.175,1.0,0.0,0.0,0.1,0,1,0,0,0,1,0.2,0.255,0.3125,TRAIN
N24000782,REHABILITATION AND UPGRADATION OF 2 LANE WITH PAVED SHOULDER FROM EXISTING KM. 195.175 TO KM. 220.00 3-2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,,0.0,0.0,,0,0.0,1.0,0.0,0.0,0.3,0,1,0,0,1,2,0.4,0.26,0.28,TRAIN
N24000798,SIX LANING OF HAPUR BYPASS TO MORADABAD SECTION INCLUDING HAPUR BYPASS FROM KM 50.000 (DESIGN CHAINA 3-2018 11/2021,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.65,96.57952385178405,-3.0704761482159597,43.0,0,0.0,0.5625,1.0,0.0,0.1,0,0,1,0,0,1,0.2,0.3325,0.3006,TRAIN
N24000821,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,90.29411764705884,-9.70588235294116,0.0,1,0.175,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.335,0.3725,TRAIN
N24000851,CONSTRUCTION OF 8 LANING OF EXISTING 4 LANE VADAPE TO THANE FROM KM 539.202 TO KM 563.000 SECTION OF 3-2018 7/2021,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,59.0,34.862664536255046,-24.137335463744954,53.0,1,0.2058,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.4812,0.4817,TRAIN
N24000858,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO 4-2017 7/2023,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.9,92.96381233723324,-5.93618766276677,10.0,1,0.1758,1.0,0.5333,0.0,0.1,0,1,1,0,0,2,0.4,0.3618,0.3927,TRAIN
N24000880,UPGRADATION OF NH-81 WITH A MINIMUM OF 2-LANE WITH PAVED SHOULDER CONFIGURATION STARTING FROM KM 19. 2-2018 9/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,85.6257919189075,-14.374208081092505,53.0,1,0.175,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.475,0.4725,TRAIN
N24000907,WIDENING AND PAVED SHOULDER OF TOHANA (IN HARYANA) PUNJAB/HARYANA BORDER TO MOONAK-JAKHAL-BUDHLADA 3-2018 8/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,99.75,101.02857142857142,1.278571428571425,58.0,1,0.1752,1.0,1.0,0.017,0.2,0,1,1,0,1,3,0.6,0.4784,0.476,TRAIN
N24000909,JALANDHAR-HOSHIARPUR SECTION OF NH- 70 [NEW NH NO. 3] FROM EXISTING KM 11.400 TO KM 49.200 10-2017 10/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,44.0,69.09937452668781,25.09937452668781,74.0,0,0.0,1.0,1.0,0.3347,0.1,0,1,1,1,0,3,0.6,0.4869,0.4769,TRAIN
N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A FROM MAKHU (DESIGN CH 0 000 3-2018 11/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,79.0,90.0,11.0,67.0,1,0.1907,1.0,1.0,0.1467,0.2,0,1,1,0,1,3,0.6,0.5075,0.5066,TRAIN
N24000912,WIDENING TO 2LPS FROM 0/0 TO 119/0 OF NH-157 IN THE STATE OF ODISHA. 8-2016 2/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.66,93.78873527208336,-4.871264727916639,106.0,1,0.176,1.0,1.0,0.0,0.2,0,1,1,0,1,3,0.6,0.4752,0.4728,TRAIN
N24000914,WIDENING TO 2LPS FROM 239/9 TO 294/3 OF NH-57 (NAYAGARH TO KHURDA) IN THE STATE OF ODISHA 12-2016 8/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,92.0,98.65771812080536,6.657718120805356,85.0,1,0.181,1.0,1.0,0.0888,0.1,0,1,1,0,0,2,0.4,0.474,0.4821,TRAIN
N24000917,WIDENING TO 2LPS FROM 269/30 TO 328/20 OF NH-49 IN THE STATE OF ODISHA 3-2018 8/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,79.69973890339426,-20.300261096605738,82.0,0,0.0,0.25,1.0,0.0,0.1,0,0,1,0,0,1,0.2,0.27,0.2225,TRAIN
N24000925,CONSTRUCTION OF MISSING LINKS (SINGLE LANE) IN LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA 10-2018 11/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,87.0,72.77152418618802,-14.228475813811983,46.0,1,0.1848,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.457,0.4654,TRAIN
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69 11-2016 5/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,90.0,86.8140243902439,-3.185975609756099,90.0,1,0.1825,1.0,1.0,0.0,0.1,0,1,1,0,0,2,0.4,0.4565,0.4648,TRAIN
N24000980,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON 10-2016 2/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,98.0,59.82502011263073,-38.17497988736927,0.0,1,0.1765,1.0,0.4,0.0,0.1,0,1,1,0,0,2,0.4,0.3353,0.373,TRAIN
N24000982,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40/410 TO KM 84/037OF THIRUMALAGIRI TO SURYAPET SE 1-2017 5/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,71.29712930399934,-28.70287069600066,0.0,0,0.0,0.5,0.4,0.0,0.1,0,0,1,0,0,1,0.2,0.2,0.195,TRAIN
N24000984,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 15.525 TO KM 62.880 OF JADCHERLA-KALWAKURTHY SECTI 1-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,100.0,91.57243816254416,-8.42756183745584,0.0,0,0.0,0.5,0.4,0.0,0.1,0,0,1,0,0,1,0.2,0.2,0.195,TRAIN
