project_id,legacy_ocms_code,agency,sector,cluster_id,cluster_label,distance_to_centroid,is_outlier
617886,N24001465,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8424,0
617887,N24001411,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4227,0
617891,N24001866,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1811,0
617892,N24001297,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.1106,0
617897,N24001879,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7757,0
617900,N24001530,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.297,0
617901,N24001528,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0554,0
617904,N24001862,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8666,0
617905,N24001865,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8936,0
617906,N24002118,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9428,0
617911,N24000513,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.5911,1
617913,N24000987,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5478,0
617915,N24002019,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6976,0
617917,N24001883,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.49,0
617919,N24001227,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8406,0
617921,N24001858,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7198,0
617924,N24001860,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6611,0
617925,N24001861,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2534,0
617929,N24000781,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0653,0
617930,N24001859,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5803,0
617934,N24001112,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1663,0
617935,N24001938,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7753,0
617936,N24000981,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.041,0
617940,N24002004,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4462,0
617944,N24001132,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1394,0
617946,N24000584,MoRTH,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.0662,0
617947,N24000585,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.4583,0
617948,N24001134,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3139,0
617954,N24001937,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8339,0
617955,N24002012,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5987,0
617957,N24002120,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8593,0
617958,N24001876,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4539,0
617959,N24001875,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4918,0
617960,N24000874,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1091,0
617961,N24000579,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.302,0
617965,N24001904,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1827,0
617966,N24000382,MoRTH,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.5791,0
617968,N24000779,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,0.9764,0
617970,N24000775,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5618,0
617973,N24001228,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.2239,0
617975,N24000820,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0817,0
617980,N24000994,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0476,0
617982,N24000988,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6129,0
617984,N24000989,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0683,0
617989,N24001450,PAIMANA,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,1.8173,0
617990,N24002025,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9525,0
618002,N24001418,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3208,0
618009,N24000331,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.0401,0
618011,N24001527,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4687,0
618020,N24001965,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5997,0
618023,N24001961,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4057,0
618024,N24001960,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8906,0
618025,N24000997,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.7031,0
618026,N24000996,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.021,0
618029,N24001941,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7415,0
618030,N24001940,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.255,0
618031,N24002011,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5107,0
618037,N24001934,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5732,0
618045,N24001962,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1992,0
618050,N24001422,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5215,0
618055,N24002016,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0111,0
618056,N24002121,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.464,0
618057,N24001997,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1593,0
618060,N24001923,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7618,0
618063,N24001587,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8272,0
618068,N24002020,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2956,0
618070,N24001369,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2549,0
618071,N24001442,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4944,0
618072,N24001466,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6692,0
618074,N24001870,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4753,0
618075,N24002031,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.588,0
618081,N24002115,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5748,0
618082,N24001479,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4308,0
618084,N24001922,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3251,0
618087,N24001944,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0217,0
618090,N24001002,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5395,0
618093,N24001927,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5558,0
618094,N24001106,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.0626,0
618097,N24001057,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,0.9538,0
618098,N24001908,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2687,0
618104,N24002007,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5875,0
618105,N24002010,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5717,0
618106,N24002009,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4845,0
618108,N24002014,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0962,0
618109,N24001948,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7331,0
618110,N24001469,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9536,0
618111,N24002015,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5629,0
618121,N24001878,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5493,0
618124,N24002116,NUHKHAS TO ETAH SECTION,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.6657,0
618133,N24000983,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0956,0
618153,N24000979,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.1836,0
618172,N24001122,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2565,0
618175,N24001884,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6145,0
618177,N24001060,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.2129,0
618186,N24002003,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.462,0
618190,N24002005,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4617,0
618191,N24001951,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5708,0
618192,N24001942,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5343,0
618194,N24000937,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1846,0
618196,N24002008,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4583,0
618197,N24002001,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5932,0
618200,N24001928,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7249,0
618204,N24001999,BRO,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5328,0
618216,N24001915,BRO,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0798,0
618217,N24001916,BRO,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8529,0
618222,N24002119,BRO,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4442,0
618226,N24001898,BRO,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8701,0
618227,N24001850,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8607,0
618228,N24001201,MoRTH,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.1428,0
618229,N24001462,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9985,0
618230,N24001470,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6971,0
618231,N24001447,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5311,0
618233,N24001421,MoRTH,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.8575,0
618234,N24000943,MoRTH,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.1326,0
618237,N24000969,105/700 TO 127.500 OF NH-214,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,1.5026,0
618238,N24000964,MoRTH,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6512,0
618240,N24001461,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.465,0
618246,N24001877,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1422,0
618258,N24001956,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7762,0
618259,N24001386,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3945,0
618265,N24001457,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1786,0
618266,N24001471,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6611,0
618282,N24002023,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8449,0
618283,N24002022,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6681,0
618285,N24001368,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7988,0
618286,N24001434,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7404,0
618289,N24001246,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6057,0
618290,N24001258,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6345,0
618291,N24001257,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3246,0
618292,N24001255,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1447,0
618293,N24001288,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0635,0
618296,N24001287,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.2322,0
618297,N24001282,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9346,0
618302,N24001332,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0543,0
618303,N24001331,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1282,0
618325,N24001537,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0234,0
618329,N24001281,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.362,0
618330,N24001263,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8303,0
618337,N24001416,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3092,0
618342,N24001278,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.2425,0
618345,N24001730,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5833,0
618346,N24001270,PKG- 2A,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,1.2194,0
618347,N24001269,PKG- IB,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,1.2349,0
618351,N24001971,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6411,0
618352,N24001970,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6221,0
618353,N24001969,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6499,0
618355,N24001403,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6329,0
618356,N24001354,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6031,0
618357,N24001436,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5107,0
618358,N24001437,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4216,0
618362,N24001358,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3214,0
618363,N24001359,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.618,0
618371,N24001831,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7158,0
618372,N24001544,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4931,0
618373,N24001326,NHIDCL,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.2419,0
618375,N24001334,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8319,0
618376,N24001314,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7984,0
618379,N24000861,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6243,0
618380,N24000857,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.0804,0
618381,N24000863,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6286,0
618382,N24000864,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.4609,0
618383,N24000865,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.1479,0
618384,N24000862,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1405,0
618388,N24001974,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7256,0
618389,N24001473,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.952,0
618390,N24000855,TUNNEL WORK,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,1.9266,0
618394,N24001264,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6109,0
618398,N24001266,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.2613,0
618399,N24001395,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6449,0
618406,N24000868,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,0.6552,0
618407,N24001543,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0975,0
618408,N24001348,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6799,0
618409,N24001345,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6306,0
618410,N24001344,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.416,0
618411,N24001914,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2115,0
618412,N24001256,NHIDCL,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,2.1894,0
618413,N24001912,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2172,0
618414,N24001406,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1813,0
618415,N24001350,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3768,0
618416,N24001349,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2506,0
618418,N24001474,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2874,0
618423,N24000763,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.0758,0
618427,N24001261,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1943,0
618429,N24001262,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5168,0
618430,N24001251,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1701,0
618431,N24001252,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,0.75,0
618432,N24001390,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2593,0
618433,N24001393,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2336,0
618434,N24000946,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.1266,0
618435,N24000438,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.9982,0
618436,N24000431,NHIDCL,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,5.0772,0
618437,N24000583,NHIDCL,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.8202,0
618438,N24000582,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.4078,0
618443,N24000319,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.8795,0
618446,N24001337,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.7577,0
618449,N24001336,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1877,0
618450,N24001327,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.447,0
618454,N24002030,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5422,0
618456,N24001568,CH. 388.420 TO CH. 419.000,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.6446,0
618457,N24001567,CH. 292.950 TO CH. 319.400,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.7684,0
618458,N24001612,CH. 419.000 TO CH.427.300,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.0665,0
618463,N24000834,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.7803,0
618465,N24001789,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0286,0
618468,N24001504,GANJAD - TALSARI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.8298,0
618469,N24001506,SHIRSAD - MASVAN,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.5038,0
618470,N24001507,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8085,0
618471,N24001521,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6575,0
618472,N24001508,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9535,0
618473,N24001608,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2643,0
618475,N24001985,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2229,0
618476,N24001821,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.671,0
618477,N24001720,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5684,0
618478,N24001718,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4085,0
618479,N24001717,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6777,0
618481,N24001719,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.9228,0
